Signal Id,Timestamp,Event Code,Event Parameter
7115,08/09/2023 17:13:39.400,1,2
7115,08/09/2023 17:14:45.700,6,2
7115,08/09/2023 17:14:45.700,8,2
7115,08/09/2023 17:14:50.800,9,2
7115,08/09/2023 17:16:07.900,1,2
7115,08/09/2023 17:17:15.700,6,2
7115,08/09/2023 17:17:15.700,8,2
7115,08/09/2023 17:17:20.800,9,2
7115,08/09/2023 17:18:43.000,1,2
7115,08/09/2023 17:19:45.700,6,2
7115,08/09/2023 17:19:45.700,8,2
7115,08/09/2023 17:19:50.800,9,2
7115,08/09/2023 17:21:15.000,1,2
7115,08/09/2023 17:22:15.700,6,2
7115,08/09/2023 17:22:15.700,8,2
7115,08/09/2023 17:22:20.800,9,2
7115,08/09/2023 17:23:45.000,1,2
7115,08/09/2023 17:24:45.700,6,2
7115,08/09/2023 17:24:45.700,8,2
7115,08/09/2023 17:24:50.800,9,2
7115,08/09/2023 17:26:15.000,1,2
7115,08/09/2023 17:27:15.700,6,2
7115,08/09/2023 17:27:15.700,8,2
7115,08/09/2023 17:27:20.800,9,2
7115,08/09/2023 17:28:42.900,1,2
7115,08/09/2023 17:29:45.700,6,2
7115,08/09/2023 17:29:45.700,8,2
7115,08/09/2023 17:29:50.800,9,2
7115,08/09/2023 17:31:15.000,1,2
7115,08/09/2023 17:32:15.700,6,2
7115,08/09/2023 17:32:15.700,8,2
7115,08/09/2023 17:32:20.800,9,2
7115,08/09/2023 17:33:45.000,1,2
7115,08/09/2023 17:34:45.700,6,2
7115,08/09/2023 17:34:45.700,8,2
7115,08/09/2023 17:34:50.800,9,2
7115,08/09/2023 17:36:15.000,1,2
7115,08/09/2023 17:37:15.700,6,2
7115,08/09/2023 17:37:15.700,8,2
7115,08/09/2023 17:37:20.800,9,2
7115,08/09/2023 17:38:45.000,1,2
7115,08/09/2023 17:39:45.700,6,2
7115,08/09/2023 17:39:45.700,8,2
7115,08/09/2023 17:39:50.800,9,2
7115,08/09/2023 17:41:15.000,1,2
7115,08/09/2023 17:42:15.700,6,2
7115,08/09/2023 17:42:15.700,8,2
7115,08/09/2023 17:42:20.800,9,2
7115,08/09/2023 17:43:45.000,1,2
7115,08/09/2023 17:44:45.700,6,2
7115,08/09/2023 17:44:45.700,8,2
7115,08/09/2023 17:44:50.800,9,2
7115,08/09/2023 17:46:15.000,1,2
7115,08/09/2023 17:47:15.700,6,2
7115,08/09/2023 17:47:15.700,8,2
7115,08/09/2023 17:47:20.800,9,2
7115,08/09/2023 17:48:45.000,1,2
7115,08/09/2023 17:49:45.700,6,2
7115,08/09/2023 17:49:45.700,8,2
7115,08/09/2023 17:49:50.800,9,2
7115,08/09/2023 17:51:15.400,1,2
7115,08/09/2023 17:52:15.700,6,2
7115,08/09/2023 17:52:15.700,8,2
7115,08/09/2023 17:52:20.800,9,2
7115,08/09/2023 17:53:45.200,1,2
7115,08/09/2023 17:54:45.700,6,2
7115,08/09/2023 17:54:45.700,8,2
7115,08/09/2023 17:54:50.800,9,2
7115,08/09/2023 17:56:11.700,1,2
7115,08/09/2023 17:57:15.700,6,2
7115,08/09/2023 17:57:15.700,8,2
7115,08/09/2023 17:57:20.800,9,2
7115,08/09/2023 17:58:47.000,1,2
7115,08/09/2023 17:59:45.700,6,2
7115,08/09/2023 17:59:45.700,8,2
7115,08/09/2023 17:59:50.800,9,2
