SignalIdentifier,EventCode,EventParam,Timestamp
7115,81,21,8/9/2023 16:31:46.2
7115,82,20,8/9/2023 16:32:09.6
7115,81,20,8/9/2023 16:32:11.1
7115,82,20,8/9/2023 16:32:38.6
7115,82,21,8/9/2023 16:33:04.4
7115,82,19,8/9/2023 16:33:45.6
7115,81,21,8/9/2023 16:33:50.2
7115,81,19,8/9/2023 16:33:51.2
7115,82,19,8/9/2023 16:33:52.1
7115,81,20,8/9/2023 16:33:53.5
7115,81,19,8/9/2023 16:33:57.5
7115,82,21,8/9/2023 16:34:51.0
7115,81,21,8/9/2023 16:34:52.3
7115,82,21,8/9/2023 16:34:52.6
7115,82,20,8/9/2023 16:35:15.7
7115,82,19,8/9/2023 16:35:34.6
7115,81,19,8/9/2023 16:35:38.8
7115,82,19,8/9/2023 16:35:52.2
7115,81,19,8/9/2023 16:35:53.4
7115,82,19,8/9/2023 16:35:59.9
7115,81,20,8/9/2023 16:36:22.1
7115,82,20,8/9/2023 16:36:22.7
7115,81,19,8/9/2023 16:36:22.8
7115,81,20,8/9/2023 16:36:23.1
7115,82,19,8/9/2023 16:36:23.2
7115,81,21,8/9/2023 16:36:23.3
7115,81,19,8/9/2023 16:36:24.4
7115,82,21,8/9/2023 16:36:24.7
7115,81,21,8/9/2023 16:36:28.8
7115,82,20,8/9/2023 16:36:29.0
7115,81,20,8/9/2023 16:36:30.0
7115,82,20,8/9/2023 16:36:36.3
7115,81,20,8/9/2023 16:36:41.2
7115,82,21,8/9/2023 16:37:40.6
7115,82,19,8/9/2023 16:37:56.3
7115,81,21,8/9/2023 16:38:55.8
7115,81,19,8/9/2023 16:38:56.5
7115,82,19,8/9/2023 16:39:00.6
7115,81,19,8/9/2023 16:39:02.0
7115,82,20,8/9/2023 16:39:07.7
7115,81,20,8/9/2023 16:39:09.2
7115,82,21,8/9/2023 16:39:58.5
7115,82,20,8/9/2023 16:40:11.4
7115,82,19,8/9/2023 16:40:22.5
7115,81,21,8/9/2023 16:41:18.9
7115,81,20,8/9/2023 16:41:21.5
